"Rk","Player","Pos","G","Cmp","Att","Cmp.","Yds","TD","TD.","Int","Int.","Y.A","AY.A","Y.C","Y.G","Rate","Awards","Team","Year"
6,"Dewayne Coleman","QB",3,1,1,100,-14,0,0,0,0,-14,-14,-14,-4.7,-17.6,NA,"army",2023
1,"Payton Thorne","QB",13,162,265,61.1,1755,16,6,10,3.8,6.6,6.13,10.8,135,129.1,NA,"auburn",2023
2,"Robby Ashford","QB",10,14,27,51.9,145,2,7.4,2,7.4,5.4,3.52,10.4,14.5,106.6,NA,"auburn",2023
3,"Hank Brown","QB",1,7,9,77.8,132,0,0,0,0,14.7,14.67,18.9,132,201,NA,"auburn",2023
4,"Holden Geriner","QB",5,5,15,33.3,75,0,0,1,6.7,5,2,15,15,62,NA,"auburn",2023
5,"Jarquez Hunter","RB",12,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,NA,"auburn",2023
1,"Layne Hatcher","QB",7,64,98,65.3,582,4,4.1,1,1,5.9,6.3,9.1,83.1,126.6,NA,"ball-state",2023
2,"Kiael Kelly","QB",12,66,124,53.2,577,2,1.6,3,2.4,4.7,3.89,8.7,48.1,92.8,NA,"ball-state",2023
3,"Kadin Semonza","QB",4,50,82,61,480,3,3.7,5,6.1,5.9,3.84,9.6,120,110,NA,"ball-state",2023
1,"Blake Shapen","QB",8,184,298,61.7,2188,13,4.4,3,1,7.3,7.76,11.9,273.5,135.8,NA,"baylor",2023
2,"Sawyer Robertson","QB",6,66,117,56.4,864,2,1.7,4,3.4,7.4,6.19,13.1,144,117.2,NA,"baylor",2023
3,"RJ Martinez","QB",3,12,24,50,110,0,0,0,0,4.6,4.58,9.2,36.7,88.5,NA,"baylor",2023
4,"Drake Dabney","TE",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"baylor",2023
5,"Isaiah Hankins","K",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"baylor",2023
6,"Jordan Nabors","WR",9,1,1,100,-6,0,0,0,0,-6,-6,-6,-0.7,49.6,NA,"baylor",2023
1,"Taylen Green","QB",13,121,212,57.1,1752,11,5.2,9,4.2,8.3,7.39,14.5,134.8,135.1,NA,"boise-state",2023
2,"Maddux Madsen","QB",9,81,132,61.4,1191,9,6.8,3,2.3,9,9.36,14.7,132.3,155.1,NA,"boise-state",2023
3,"CJ Tiller","QB",2,12,21,57.1,117,0,0,1,4.8,5.6,3.43,9.8,58.5,94.4,NA,"boise-state",2023
4,"James Ferguson-Reynolds","P",14,1,1,100,21,0,0,0,0,21,21,21,1.5,276.4,NA,"boise-state",2023
5,"Chase Penry","WR",4,1,1,100,17,0,0,0,0,17,17,17,4.3,242.8,NA,"boise-state",2023
1,"Thomas Castellanos","QB",13,189,330,57.3,2248,15,4.5,14,4.2,6.8,5.81,11.9,172.9,121,NA,"boston-college",2023
2,"Emmett Morehead","QB",4,15,30,50,124,0,0,0,0,4.1,4.13,8.3,31,84.7,NA,"boston-college",2023
3,"Ryan O'Keefe","WR",5,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"boston-college",2023
1,"Connor Bazelak","QB",11,168,278,60.4,1935,12,4.3,7,2.5,7,6.69,11.5,175.9,128.1,NA,"bowling-green-state",2023
2,"Camden Orth","QB",12,39,68,57.4,486,5,7.4,5,7.4,7.1,5.31,12.5,40.5,126.9,NA,"bowling-green-state",2023
3,"Hayden Timosciek","QB",2,6,10,60,33,0,0,2,20,3.3,-5.7,5.5,16.5,47.7,NA,"bowling-green-state",2023
4,"Harold Fannin Jr.","TE",11,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"bowling-green-state",2023
1,"Kedon Slovis","QB",8,153,266,57.5,1716,12,4.5,6,2.3,6.5,6.34,11.2,214.5,122.1,NA,"brigham-young",2023
2,"Jake Retzlaff","QB",4,63,125,50.4,648,3,2.4,3,2.4,5.2,4.58,10.3,162,97.1,NA,"brigham-young",2023
3,"Parker Kingston","WR",12,2,2,100,63,2,100,0,0,31.5,51.5,31.5,5.3,694.6,NA,"brigham-young",2023
4,"Ryan Rehkow","P",12,1,1,100,36,0,0,0,0,36,36,36,3,402.4,NA,"brigham-young",2023
5,"LJ Martin","RB",10,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,NA,"brigham-young",2023
1,"Cole Snyder","QB",12,203,372,54.6,2108,13,3.5,9,2.4,5.7,5.28,10.4,175.7,108.9,NA,"buffalo",2023
2,"CJ Ogbonna","QB",8,8,21,38.1,87,1,4.8,2,9.5,4.1,0.81,10.9,10.9,69.6,NA,"buffalo",2023
3,"Tadd Barr","WR",12,1,1,100,27,0,0,0,0,27,27,27,2.3,326.8,NA,"buffalo",2023
1,"Fernando Mendoza","QB",9,153,243,63,1708,14,5.8,10,4.1,7,6.33,11.2,189.8,132.8,NA,"california",2023
2,"Ben Finley","QB",7,54,94,57.4,572,3,3.2,4,4.3,6.1,4.81,10.6,81.7,110.6,NA,"california",2023
3,"Sam Jackson","QB",5,51,97,52.6,556,5,5.2,2,2.1,5.7,5.84,10.9,111.2,113.6,NA,"california",2023
1,"John Rhys Plumlee","QB",10,161,256,62.9,2271,15,5.9,8,3.1,8.9,8.64,14.1,227.1,150.5,NA,"central-florida",2023
2,"Timmy Mcclain","QB",7,64,102,62.7,1065,9,8.8,3,2.9,10.4,10.88,16.6,152.1,173.7,NA,"central-florida",2023
3,"Dylan Rizk","QB",1,4,5,80,28,0,0,0,0,5.6,5.6,7,28,127,NA,"central-florida",2023
4,"Kobe Hudson","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"central-florida",2023
5,"R.J. Harvey","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"central-florida",2023
1,"Jase Bauer","QB",12,163,287,56.8,1881,12,4.2,8,2.8,6.6,6.14,11.5,156.8,120.1,NA,"central-michigan",2023
2,"Bert Emanuel Jr.","QB",6,19,37,51.4,286,3,8.1,3,8.1,7.7,5.7,15.1,47.7,126.8,NA,"central-michigan",2023
3,"Jake Walrath","P",12,1,1,100,49,0,0,0,0,49,49,49,4.1,511.6,NA,"central-michigan",2023
1,"Trexler Ivey","QB",11,112,203,55.2,1263,4,2,10,4.9,6.2,4.4,11.3,114.8,104.1,NA,"charlotte",2023
2,"Jalon Jones","QB",10,67,109,61.5,646,2,1.8,4,3.7,5.9,4.64,9.6,64.6,110,NA,"charlotte",2023
3,"Steven Johnson","QB",1,3,6,50,67,1,16.7,1,16.7,11.2,7,22.3,67,165.5,NA,"charlotte",2023
4,"Dominique Shoffner","QB",3,4,9,44.4,37,0,0,1,11.1,4.1,-0.89,9.3,12.3,56.8,NA,"charlotte",2023
1,"Emory Jones","QB",12,197,322,61.2,2219,18,5.6,10,3.1,6.9,6.61,11.3,184.9,131.3,NA,"cincinnati",2023
2,"Brady Lichtenberg","QB",7,19,34,55.9,252,2,5.9,1,2.9,7.4,7.26,13.3,36,131.7,NA,"cincinnati",2023
3,"Braden Smith","WR",12,1,3,33.3,30,0,0,0,0,10,10,30,2.5,117.3,NA,"cincinnati",2023
4,"Ryan Montgomery","RB",8,1,1,100,7,1,100,0,0,7,27,7,0.9,488.8,NA,"cincinnati",2023
1,"Cade Klubnik","QB",13,290,454,63.9,2844,19,4.2,9,2,6.3,6.21,9.8,218.8,126.3,NA,"clemson",2023
2,"Hunter Helms","QB",4,9,12,75,83,0,0,0,0,6.9,6.92,9.2,20.8,133.1,NA,"clemson",2023
3,"Paul Tyson","QB",2,3,4,75,42,1,25,0,0,10.5,15.5,14,21,245.7,NA,"clemson",2023
4,"Phil Mafah","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"clemson",2023
1,"Grayson McCall","QB",7,151,224,67.4,1919,10,4.5,6,2.7,8.6,8.25,12.7,274.1,148.7,NA,"coastal-carolina",2023
2,"Ethan Vasko","QB",8,76,122,62.3,779,7,5.7,1,0.8,6.4,7.16,10.3,97.4,133.2,NA,"coastal-carolina",2023
3,"Jarrett Guest","QB",6,44,61,72.1,696,7,11.5,2,3.3,11.4,12.23,15.8,116,199.3,NA,"coastal-carolina",2023
4,"Blake Boda","QB",3,1,1,100,14,0,0,0,0,14,14,14,4.7,217.6,NA,"coastal-carolina",2023
5,"Kyre Duplessis","WR",13,1,2,50,-7,0,0,0,0,-3.5,-3.5,-7,-0.5,20.6,NA,"coastal-carolina",2023
1,"Brayden Fowler-Nicolosi","QB",12,292,470,62.1,3460,22,4.7,16,3.4,7.4,6.77,11.8,288.3,132.6,NA,"colorado-state",2023
2,"Clay Millen","QB",1,15,24,62.5,110,0,0,1,4.2,4.6,2.71,7.3,110,92.7,NA,"colorado-state",2023
3,"Tory Horton","WR",12,2,3,66.7,72,1,33.3,1,33.3,24,15.67,36,6,311.6,NA,"colorado-state",2023
4,"Giles Pooler","QB",1,1,1,100,24,1,100,0,0,24,44,24,24,631.6,NA,"colorado-state",2023
5,"Jackson Brousseau","QB",1,1,2,50,12,0,0,0,0,6,6,12,12,100.4,NA,"colorado-state",2023
6,"Dane Olson","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"colorado-state",2023
1,"Shedeur Sanders","QB",11,298,430,69.3,3230,27,6.3,3,0.7,7.5,8.45,10.8,293.6,151.7,NA,"colorado",2023
2,"Ryan Staub","QB",3,23,40,57.5,254,1,2.5,0,0,6.4,6.85,11,84.7,119.1,NA,"colorado",2023
3,"Jimmy Horn Jr.","WR",12,1,1,100,30,1,100,0,0,30,50,30,2.5,682,NA,"colorado",2023
4,"Gavin Kuld","QB",2,1,3,33.3,22,0,0,1,33.3,7.3,-7.67,22,11,28.3,NA,"colorado",2023
1,"Ta'Quan Roberson","QB",11,197,338,58.3,2075,12,3.6,6,1.8,6.1,6.05,10.5,188.6,118,NA,"connecticut",2023
2,"Joe Fagnano","QB",2,18,35,51.4,173,0,0,1,2.9,4.9,3.66,9.6,86.5,87.2,NA,"connecticut",2023
3,"Camryn Edwards","RB",9,1,1,100,24,0,0,0,0,24,24,24,2.7,301.6,NA,"connecticut",2023
4,"Zion Turner","QB",2,2,5,40,8,0,0,0,0,1.6,1.6,4,4,53.4,NA,"connecticut",2023
5,"Pryce Yates","DE",12,1,1,100,4,0,0,0,0,4,4,4,0.3,133.6,NA,"connecticut",2023
6,"Alex Honig","TE",2,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"connecticut",2023
1,"Riley Leonard","QB",7,95,165,57.6,1102,3,1.8,3,1.8,6.7,6.22,11.6,157.4,116,NA,"duke",2023
2,"Grayson Loftis","QB",8,91,163,55.8,1006,8,4.9,4,2.5,6.2,6.05,11.1,125.8,119,NA,"duke",2023
3,"Henry Belvin IV","QB",4,13,26,50,232,3,11.5,1,3.8,8.9,9.5,17.8,58,155.3,NA,"duke",2023
4,"Porter Wilson","P",13,1,1,100,11,0,0,0,0,11,11,11,0.8,192.4,NA,"duke",2023
1,"Alex Flinn","QB",12,159,290,54.8,1558,6,2.1,12,4.1,5.4,3.92,9.8,129.8,98.5,NA,"east-carolina",2023
2,"Mason Garcia","QB",8,48,95,50.5,408,1,1.1,2,2.1,4.3,3.56,8.5,51,85.9,NA,"east-carolina",2023
3,"Raheim Jeter","QB",1,1,2,50,1,0,0,0,0,0.5,0.5,1,1,54.2,NA,"east-carolina",2023
1,"Austin Smith","QB",12,171,298,57.4,1775,9,3,7,2.3,6,5.5,10.4,147.9,112.7,NA,"eastern-michigan",2023
2,"Ike Udengwu","QB",4,13,31,41.9,100,0,0,2,6.5,3.2,0.32,7.7,25,56.1,NA,"eastern-michigan",2023
3,"Cam'Ron McCoy","QB",3,12,28,42.9,73,0,0,3,10.7,2.6,-2.21,6.1,24.3,43.3,NA,"eastern-michigan",2023
4,"Samson Evans","RB",12,1,1,100,28,1,100,0,0,28,48,28,2.3,665.2,NA,"eastern-michigan",2023
1,"Daniel Richardson","QB",11,208,322,64.6,2001,13,4,10,3.1,6.2,5.62,9.6,181.9,123.9,NA,"florida-atlantic",2023
2,"Casey Thompson","QB",3,50,79,63.3,509,5,6.3,5,6.3,6.4,4.86,10.2,169.7,125.6,NA,"florida-atlantic",2023
3,"Tyriq Starks","QB",1,5,6,83.3,35,0,0,0,0,5.8,5.83,7,35,132.3,NA,"florida-atlantic",2023
4,"Javion Posey","WR",7,1,1,100,33,1,100,0,0,33,53,33,4.7,707.2,NA,"florida-atlantic",2023
5,"Logan Lupo","P",12,1,1,100,8,0,0,0,0,8,8,8,0.7,167.2,NA,"florida-atlantic",2023
6,"Michael Johnson Jr.","QB",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"florida-atlantic",2023
1,"Keyone Jenkins","QB",11,194,332,58.4,2414,11,3.3,11,3.3,7.3,6.44,12.4,219.5,123.8,NA,"florida-international",2023
2,"Grayson James","QB",3,19,37,51.4,218,1,2.7,1,2.7,5.9,5.22,11.5,72.7,104.4,NA,"florida-international",2023
3,"Haden Carlson","QB",3,7,12,58.3,120,0,0,0,0,10,10,17.1,40,142.3,NA,"florida-international",2023
1,"Jordan Travis","QB",11,207,324,63.9,2756,20,6.2,2,0.6,8.5,9.46,13.3,250.5,154.5,"H-5","florida-state",2023
2,"Tate Rodemaker","QB",9,32,56,57.1,510,5,8.9,0,0,9.1,10.89,15.9,56.7,163.1,"","florida-state",2023
3,"Brock Glenn","QB",5,19,51,37.3,229,0,0,2,3.9,4.5,2.73,12.1,45.8,67.1,"","florida-state",2023
4,"Deuce Spann","WR",11,2,2,100,24,0,0,0,0,12,12,12,2.2,200.8,"","florida-state",2023
1,"Graham Mertz","QB",11,261,358,72.9,2903,20,5.6,3,0.8,8.1,8.85,11.1,263.9,157.8,NA,"florida",2023
2,"Max Brown","QB",6,19,28,67.9,192,0,0,1,3.6,6.9,5.25,10.1,32,118.3,NA,"florida",2023
3,"Micah Leon","QB",1,2,3,66.7,16,0,0,0,0,5.3,5.33,8,16,111.5,NA,"florida",2023
4,"Kahleil Jackson","WR",11,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"florida",2023
1,"Mikey Keene","QB",12,283,422,67.1,2976,24,5.7,10,2.4,7.1,7.12,10.5,248,140.3,NA,"fresno-state",2023
2,"Logan Fife","QB",12,52,91,57.1,642,3,3.3,2,2.2,7.1,6.73,12.3,53.5,122.9,NA,"fresno-state",2023
3,"Jaelen Gill","WR",13,2,3,66.7,51,2,66.7,0,0,17,30.33,25.5,3.9,429.5,NA,"fresno-state",2023
1,"Davis Brin","QB",13,362,552,65.6,3781,24,4.3,19,3.4,6.8,6.17,10.4,290.8,130.6,NA,"georgia-southern",2023
2,"JC French","QB",10,13,16,81.3,122,1,6.3,1,6.3,7.6,6.06,9.4,12.2,153.4,NA,"georgia-southern",2023
3,"OJ Arnold","RB",10,1,2,50,26,1,50,0,0,13,23,26,2.6,324.2,NA,"georgia-southern",2023
4,"Dalen Cobb","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"georgia-southern",2023
5,"Khaleb Hood","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"georgia-southern",2023
1,"Darren Grainger","QB",13,244,358,68.2,2621,20,5.6,7,2,7.3,7.56,10.7,201.6,144.2,NA,"georgia-state",2023
2,"Mikele Colasurdo","QB",6,5,8,62.5,47,0,0,0,0,5.9,5.88,9.4,7.8,111.9,NA,"georgia-state",2023
1,"Haynes King","QB",13,226,367,61.6,2842,27,7.4,16,4.4,7.7,7.25,12.6,218.6,142.2,NA,"georgia-tech",2023
2,"Zach Pyron","QB",6,4,8,50,21,0,0,1,12.5,2.6,-3,5.3,3.5,47.1,NA,"georgia-tech",2023
3,"Eric Singleton Jr.","WR",12,1,1,100,8,0,0,0,0,8,8,8,0.7,167.2,NA,"georgia-tech",2023
4,"Avery Boyd","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"georgia-tech",2023
1,"Carson Beck","QB",14,302,417,72.4,3941,24,5.8,6,1.4,9.5,9.95,13,281.5,167.9,NA,"georgia",2023
2,"Brock Vandagriff","QB",8,12,18,66.7,165,2,11.1,0,0,9.2,11.39,13.8,20.6,180.3,NA,"georgia",2023
3,"Gunner Stockton","QB",4,12,19,63.2,148,2,10.5,1,5.3,7.8,7.53,12.3,37,152.8,NA,"georgia",2023
4,"Dillon Bell","WR",14,1,1,100,18,1,100,0,0,18,38,18,1.3,581.2,NA,"georgia",2023
5,"Collin Drake","QB",1,1,1,100,2,0,0,0,0,2,2,2,2,116.8,NA,"georgia",2023
1,"Brayden Schager","QB",13,332,525,63.2,3542,26,5,14,2.7,6.7,6.54,10.7,272.5,130.9,NA,"hawaii",2023
2,"Chuuky Hines","WR",12,1,1,100,26,1,100,0,0,26,46,26,2.2,648.4,NA,"hawaii",2023
3,"Jake Farrell","QB",1,3,8,37.5,14,0,0,1,12.5,1.8,-3.88,4.7,14,27.2,NA,"hawaii",2023
4,"Dalen Morris","QB",9,1,1,100,11,0,0,0,0,11,11,11,1.2,192.4,NA,"hawaii",2023
1,"Donovan Smith","QB",12,256,397,64.5,2801,22,5.5,13,3.3,7.1,6.69,10.9,233.4,135.5,NA,"houston",2023
2,"Ui Ale","QB",3,4,8,50,69,1,12.5,0,0,8.6,11.13,17.3,23,163.7,NA,"houston",2023
3,"Joseph Manjack IV","WR",10,1,2,50,28,1,50,0,0,14,24,28,2.8,332.6,NA,"houston",2023
1,"Luke Altmyer","QB",9,175,270,64.8,1883,13,4.8,10,3.7,7,6.27,10.8,209.2,131.9,NA,"illinois",2023
2,"John Paddock","QB",7,85,143,59.4,1278,9,6.3,3,2.1,8.9,9.25,15,182.6,151.1,NA,"illinois",2023
3,"Isaiah Williams","WR",12,1,1,100,14,1,100,0,0,14,34,14,1.2,547.6,NA,"illinois",2023
1,"Brendan Sorsby","QB",10,135,237,57,1587,15,6.3,5,2.1,6.7,7.01,11.8,158.7,129.9,NA,"indiana",2023
2,"Tayven Jackson","QB",6,78,128,60.9,914,2,1.6,5,3.9,7.1,5.7,11.7,152.3,118.3,NA,"indiana",2023
3,"Donaven McCulley","WR",12,1,1,100,44,1,100,0,0,44,64,44,3.7,799.6,NA,"indiana",2023
4,"Broc Lowry","QB",4,1,1,100,8,0,0,0,0,8,8,8,2,167.2,NA,"indiana",2023
1,"Rocco Becht","QB",13,231,367,62.9,3120,23,6.3,8,2.2,8.5,8.77,13.5,240,150.7,NA,"iowa-state",2023
2,"Jaylin Noel","WR",12,1,2,50,42,0,0,0,0,21,21,42,3.5,226.4,NA,"iowa-state",2023
3,"J.J. Kohl","QB",3,9,11,81.8,23,0,0,0,0,2.1,2.09,2.6,7.7,99.4,NA,"iowa-state",2023
1,"Deacon Hill","QB",13,122,251,48.6,1152,5,2,8,3.2,4.6,3.55,9.4,88.6,87.4,NA,"iowa",2023
2,"Cade McNamara","QB",5,46,90,51.1,505,4,4.4,3,3.3,5.6,5,11,101,106.2,NA,"iowa",2023
3,"Marco Lainez","QB",1,2,7,28.6,4,0,0,0,0,0.6,0.57,2,4,33.4,NA,"iowa",2023
1,"Zion Webb","QB",12,111,220,50.5,1437,6,2.7,8,3.6,6.5,5.44,12.9,119.8,107,NA,"jacksonville-state",2023
2,"Logan Smothers","QB",12,66,117,56.4,735,6,5.1,4,3.4,6.3,5.77,11.1,61.3,119.3,NA,"jacksonville-state",2023
3,"Ashton Frye","QB",5,5,11,45.5,51,0,0,0,0,4.6,4.64,10.2,10.2,84.4,NA,"jacksonville-state",2023
1,"Jordan McCloud","QB",13,281,412,68.2,3657,35,8.5,10,2.4,8.9,9.48,13,281.3,165.9,NA,"james-madison",2023
2,"Brett Griffis","QB",1,2,2,100,16,0,0,0,0,8,8,8,16,167.2,NA,"james-madison",2023
3,"Alonza Barnett III","QB",2,3,11,27.3,15,0,0,1,9.1,1.4,-2.73,5,7.5,20.5,NA,"james-madison",2023
4,"Billy Atkins","QB",4,1,2,50,10,0,0,0,0,5,5,10,2.5,92,NA,"james-madison",2023
5,"Taji Hudson","WR",13,1,1,100,4,1,100,0,0,4,24,4,0.3,463.6,NA,"james-madison",2023
1,"Will Howard","QB",12,219,357,61.3,2643,24,6.7,10,2.8,7.4,7.49,12.1,220.3,140.1,NA,"kansas-state",2023
2,"Avery Johnson","QB",8,37,66,56.1,479,5,7.6,0,0,7.3,8.77,12.9,59.9,142,NA,"kansas-state",2023
3,"Treshaun Ward","RB",11,1,1,100,8,1,100,0,0,8,28,8,0.7,497.2,NA,"kansas-state",2023
4,"Jake Rubley","QB",2,1,1,100,5,0,0,0,0,5,5,5,2.5,142,NA,"kansas-state",2023
1,"Jason Bean","QB",12,124,199,62.3,2130,18,9,7,3.5,10.7,10.93,17.2,177.5,175,NA,"kansas",2023
2,"Jalon Daniels","QB",3,56,75,74.7,705,5,6.7,1,1.3,9.4,10.13,12.6,235,173,NA,"kansas",2023
3,"Cole Ballard","QB",4,20,36,55.6,286,1,2.8,3,8.3,7.9,4.75,14.3,71.5,114.8,NA,"kansas",2023
4,"Devin Neal","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"kansas",2023
1,"Michael Alaimo","QB",8,79,144,54.9,932,2,1.4,4,2.8,6.5,5.5,11.8,116.5,108.3,NA,"kent-state",2023
2,"Tommy Ulatowski","QB",10,60,121,49.6,737,7,5.8,2,1.7,6.1,6.5,12.3,73.7,116.5,NA,"kent-state",2023
3,"Devin Kargman","QB",3,21,40,52.5,305,2,5,0,0,7.6,8.63,14.5,101.7,133.1,NA,"kent-state",2023
1,"Devin Leary","QB",13,209,371,56.3,2746,25,6.7,12,3.2,7.4,7.29,13.1,211.2,134.3,NA,"kentucky",2023
2,"Kaiya Sheron","QB",5,2,4,50,5,0,0,0,0,1.3,1.25,2.5,1,60.5,NA,"kentucky",2023
1,"Kaidon Salter","QB",14,177,290,61,2876,32,11,6,2.1,9.9,11.19,16.2,205.4,176.6,NA,"liberty",2023
2,"Johnathan Bennett","QB",5,1,6,16.7,6,0,0,0,0,1,1,6,1.2,25.1,NA,"liberty",2023
